Name,Count
people,877
children,360
world,330
jobs,274
health,247
country,242
today,219
way,217
peace,205
work,201
century,196
war,150
community,149
tax,146
future,143
families,142
opportunity,126
system,125
responsibility,124
welfare,124
child,122
tonight,121
education,120
economy,119
job,119
lives,113
college,113
family,112
things,110
day,109
nation,107
budget,106
parents,105
school,105
life,103
government,103
crime,102
communities,99
security,97
