Name,Count
Saddam Hussein,47
God,27
Saddam,11
Cheney,10
Speaker,9
Clinton,8
Saddam Husseins,7
Reagan,6
Powell,5
Laura Bush,5
Bush,5
John,5
Laura,5
Ronald Reagan,5
Truman,5
Marshall,5
Mike,5
Tom Ridge,4
Julie,4
Jim,4
George Marshall,4
Steve,3
Tommy Thompson,3
ONeill,3
John Breaux,3
Paul Morse,3
Osama bin Laden,3
George,3
John Boehner,3
Hamilton,3
Colin Powell,3
Zarqawi,3
Rice,3
Mayor,3
Thomas Jefferson,2
Obasanjo,2
Annan,2
Daniels,2
Kennedy,2
