Name,Count
people,902
american,819
jobs,526
time,445
world,441
years,421
country,401
economy,317
health,283
year,282
war,165
nation,254
way,253
care,229
government,222
future,220
tax,220
families,213
security,211
work,205
today,198
children,196
businesses,193
insurance,184
energy,182
job,175
system,159
business,154
part,150
women,148
things,148
day,144
peace,144
history,142
education,140
workers,139
plan,138
power,136
tonight,134
