Name,Count
american,370
country,271
world,171
years,159
time,151
lot,145
job,143
year,134
countries,121
today,89
things,82
tax,94
citizens,78
deal,76
military,72
border,72
trade,71
future,66
history,66
administration,66
immigration,65
drug,63
energy,63
dollars,62
wall,62
day,58
leaders,58
security,54
children,54
war,54
drugs,53
government,51
family,50
women,49
system,49
millions,48
money,48
peace,46
law,45
